candidate,party,criminal_cases,education,age,total_assets,total_assets_rs,liabilities,liabilities_rs,2026_constituency,2026_district,is_winner,myneta_url,self_profession,spouse_profession,education_details,criminal_cases_details,election_expenditure,pan_given,serious_ipc_counts,movable_assets_rs,immovable_assets_rs
Revathi K,Naam Tamilar Katchi,0,Others,28,"Rs 17,98,000 ~ 17 Lacs+",1798000,"Rs 4,31,409 ~ 4 Lacs+",431409,TIRUCHENGODU,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=185,Tailoring Work,Naam Tamil Party Head Office Employee,"Category: Others ITI SMT Rangaswamy Rajammal Private ITI Thiruchengode 2019-2020, 12th Standard From Ramachandra Matriculation Higher Secondary School Elachipalayam 2015",,,Y,0,1798000,0
Saravanasundaram S,IND,0,Graduate,57,"Rs 1,57,13,000 ~ 1 Crore+",15713000,,3054000,TIRUCHENGODU,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2112,Business,Housewife,"Category: Graduate B A(Economics) From Erode Arts College, Erode In Year - 1989",,,Y,0,6188000,9525000
Satheeskumar P,IND,0,Graduate,44,"Rs 1,25,52,613 ~ 1 Crore+",12552613,Rs 0 ~,0,TIRUCHENGODU,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2111,Agriculture,NIL,"Category: Graduate BA In Economics From CNC College, Erode, Bharathiar University, Coimbatore",,,Y,0,4552613,8000000
Sharavanan A K,Tamizhaga Vaazhvurimai Katchi,0,Graduate Professional,40,"Rs 25,17,000 ~ 25 Lacs+",2517000,"Rs 27,000 ~ 27 Thou+",27000,TIRUCHENGODU,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2103,Agriculture Wage,Assistant Professor at Gandhi Arts and Science College,Category: Graduate Professional B.Tech From Mahendran College of Engineering In 2008,,,Y,0,2517000,0
Srmt Sekar Alias Chandrasekar R,AIADMK,0,12th Pass,58,"Rs 3,45,60,477 ~ 3 Crore+",34560477,,9640170,TIRUCHENGODU,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1280,"Rig , Agricultire","Teacher , Agriculture","Category: 12th Pass DCE. (Discontinue) From KS Rangasamy Institute of Technology, Tiruchengode In 1986",,,Y,0,20387024,14173453
Thirukkumaran P,Makkal Munnetra Katchi,0,12th Pass,54,"Rs 1,35,00,000 ~ 1 Crore+",13500000,"Rs 69,50,000 ~ 69 Lacs+",6950000,TIRUCHENGODU,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2106,Transport Industry,Transport Industry,Category: 12th Pass 12th Std. From St. Marys Matriculation Higher Secondary School In 1991,,,Y,0,13500000,0
Viswanathan P,IND,0,5th Pass,56,"Rs 7,98,500 ~ 7 Lacs+",798500,Rs 0 ~,0,TIRUCHENGODU,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=2121,Wages,Wages,Category: 5th Pass 5th Standard,,,Y,0,45500,753000
C.Vijayalakshmi,Tamilaga Vettri Kazhagam,0,12th Pass,50,"Rs 97,55,200 ~ 97 Lacs+",9755200,,1268048,KUMARAPALAYAM,NAMAKKAL,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=354,Self Employed,Self Employed,"Category: 12th Pass 12th From KRMG Higher Secondary School, Coimbatore Year 1992, 10th From KRNG Secondary School Coimbatore Year 1990",,,Y,0,7155200,2600000
A.Muruganandhan,IND,0,8th Pass,37,"Rs 11,50,000 ~ 11 Lacs+",1150000,"Rs 3,70,000 ~ 3 Lacs+",370000,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3625,Private Job,Private Job,Category: 8th Pass 8th Year - 2015,,,Y,0,1150000,0
Amirthalingam,IND,0,8th Pass,54,"Rs 4,06,000 ~ 4 Lacs+",406000,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3618,Onion Business,Unmarried,"Category: 8th Pass 8th Pass, Year - 2010",,,Y,0,46000,360000
G. Samuelraj,IND,0,10th Pass,77,"Rs 5,000 ~ 5 Thou+",5000,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3620,Clerk In A Financial Institution,NIL,Category: 10th Pass 11th Pass,,,Y,0,5000,0
Gopalakrishnan,IND,0,Graduate Professional,45,"Rs 18,15,000 ~ 18 Lacs+",1815000,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=358,Farmer,NA,Category: Graduate Professional BBA From KSR Arts and Science College Thiruchenkode in 2001-2003,,,Y,0,1815000,0
J Karthi,Vishwa Tamil Kazhagam,0,10th Pass,43,"Rs 6,13,700 ~ 6 Lacs+",613700,,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3616,Carpenter,House Wife,"Category: 10th Pass 10th From Government Higher Secondary School, Southapuram, Veppadai- (2000-2001)",,,Y,0,613700,0
K. Palanivel,IND,0,5th Pass,50,"Rs 7,20,000 ~ 7 Lacs+",720000,"Rs 2,50,000 ~ 2 Lacs+",250000,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3624,Private Job,Private Job,Category: 5th Pass 6th From Govt High School Kokkarayanpettai In 1986,,,Y,0,720000,0
Karthi,IND,0,Post Graduate,36,"Rs 7,42,000 ~ 7 Lacs+",742000,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=356,Salary,Salary,"Category: Post Graduate M.E.,(CS) from Nagaratnam Engineering College, Salem in 2013-14",,,Y,0,742000,0
P.Senthilkumar,IND,0,8th Pass,47,"Rs 7,40,000 ~ 7 Lacs+",740000,,36000,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3622,Private Job,Private Job,Category: 8th Pass 9th From Govt Higher Secondary School Siruvachur Salem District In 1994,,,Y,0,740000,0
P.Thangamani,AIADMK,4,10th Pass,65,"Rs 3,72,07,437 ~ 3 Crore+",37207437,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1360,"Rental Income, Salary & Agricultural",Nil,Category: 10th Pass PUC Not Completed From Erode Arts Collage Erode-9 University of Chennai Year 1976-77,charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290); charges related to Continuance of nuisance after injunction to discontinue (IPC Section-291); charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to Causing danger or obstruction in public way or line of navigation. (BNS Section-285); charges related to Committing public nuisance in cases not otherwise provided for. (BNS Section-292),,Y,0,29525437,7682000
Palanisamy,Samaniya Makkal Nala Katchi,0,5th Pass,76,"Rs 61,39,450 ~ 61 Lacs+",6139450,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=355,Coolie,House Wife,Category: 5th Pass 6th std Completed in the year 1964 at Thevur High School.,,,Y,0,1139450,5000000
Pannerselvam,Anaithinthiya Anna Dravida Makkal Seyal katchi,0,Illiterate,65,"Rs 8,78,000 ~ 8 Lacs+",878000,,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3617,Agricultural Wages,House Wife,Category: Illiterate Nil,,,Y,0,878000,0
R.Kumaresan,IND,0,10th Pass,50,"Rs 65,60,000 ~ 65 Lacs+",6560000,"Rs 6,00,000 ~ 6 Lacs+",600000,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3619,Transport And Agriculture,NIL,Category: 10th Pass 10th From Govt Boys Higher Secondary School Jalakandapuram In 1993,,,Y,0,3560000,3000000
R.Raja,IND,0,Others,45,"Rs 16,25,584 ~ 16 Lacs+",1625584,"Rs 3,00,000 ~ 3 Lacs+",300000,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3626,Coconut Business,Unmarried,Category: Others DME Diploma From AI Amin Institute Of Technology Karundhevapalyam In 2000,,,Y,0,625584,1000000
S Jayavel,IND,0,5th Pass,44,"Rs 11,44,415 ~ 11 Lacs+",1144415,,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3628,Self Employed,House Wife,Category: 5th Pass 5th From Tamil Nadu Govt Syllabus In 1992,,,Y,0,194415,950000
S.Balu,DMK,3,10th Pass,64,"Rs 61,70,12,802 ~ 61 Crore+",617012802,"Rs 8,16,78,000 ~ 8 Crore+",81678000,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1182,Agriculturalist & Business,Agriculturalist & Business,"Category: 10th Pass 10th standard from Government High School, Pallipalayam in 1978","charges related to Theft in dwelling house, etc. (IPC Section-380); charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420); charges related to Forgery of valuable security, will, etc. (IPC Section-467); charges related to Forgery for purpose of cheating (IPC Section-468); charges related to Punishment for Rioting (BNS Section-191(2)); charges related to Mischief causing loss or damage to the amount of twenty thousand rupees but less than 2 lakh rupees. (BNS Section-324(4)); charges related to Punishment for Criminal intimidation. (BNS Section-351(2)); charges related to Punishment for Rioting (IPC Section-147); charges related to Acts done by several persons in furtherance of common intention (IPC Section-34); charges related to Punishment of criminal conspiracy (IPC Section-120B); charges related to Dishonest or fraudulent execution of deed of transfer containing false statement of consideration (IPC Section-423); charges related to Punishment for forgery (IPC Section-465); charges related to Using as genuine a forged document or electronic record (IPC Section-471); charges related to Punishment for Criminal trespass. (BNS Section-329(3))",,Y,4,318584802,298428000
Saravanan,IND,0,5th Pass,48,"Rs 12,00,000 ~ 12 Lacs+",1200000,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=357,Salary,NA,Category: 5th Pass 8th Fail from Government Boys Higher Secondary School Pallipalayam in 1992-93,,,Y,0,1200000,0
Selvaraj,IND,0,8th Pass,64,"Rs 5,65,000 ~ 5 Lacs+",565000,,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3623,Salary,NIL,Category: 8th Pass 9th From Pallipalayam Govt Higher Secondary School Pallipalyam,,,Y,0,565000,0
Sivaraj,IND,0,Graduate Professional,28,"Rs 4,65,000 ~ 4 Lacs+",465000,Rs 0 ~,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3621,Salary,NIL,Category: Graduate Professional BCA From Anbu Arts And Science College Kumarapalyam In 2014,,,Y,0,465000,0
Uvarani Suresh,Naam Tamilar Katchi,0,Post Graduate,39,"Rs 2,17,80,253 ~ 2 Crore+",21780253,"Rs 7,20,576 ~ 7 Lacs+",720576,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=74,Housewife,Agricultural and Finance Company,"Category: Post Graduate B.A From Alagappa University 2011, B.Ed From Mangalam College of Education Anthiyur 2013. M.Ed From Mangalam College Education Anthiyur 2014",,,Y,0,13770253,8010000
Venkatachalam,IND,0,10th Pass,49,"Rs 11,35,000 ~ 11 Lacs+",1135000,,0,KUMARAPALAYAM,NAMAKKAL,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3627,Salary,NIL,"Category: 10th Pass 10th From Pallipalayam Govt. Higher Scondary School, Pallipalayam, 1992-1993 in Year",,,Y,0,1135000,0
Sivakumar. K,Tamilaga Vettri Kazhagam,0,12th Pass,48,"Rs 1,96,106 ~ 1 Lacs+",196106,"Rs 90,000 ~ 90 Thou+",90000,PERAMBALUR (SC),PERAMBALUR,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1475,Self Employed,Private Financial Institution Office Worker,"Category: 12th Pass H.Sc From Govt. Higher Secondary School, Perambalur, Year of Completion 1996-1997",,,Y,0,196106,0
Anandajothi Paramasivam,IND,0,10th Pass,47,"Rs 7,54,000 ~ 7 Lacs+",754000,Rs 0 ~,0,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1477,Small Business,NIL,Category: 10th Pass 10th STD Government Higher Secondary School Chettikulam 1997 Agriculture Technical Myladuthurai 2014,,,Y,0,54000,700000
Arivazhagan. D,BSP,0,12th Pass,40,"Rs 58,01,600 ~ 58 Lacs+",5801600,"Rs 7,52,000 ~ 7 Lacs+",752000,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=723,Painting Contractor,House Wife,"Category: 12th Pass +2 Government Higher Secondary School, Perambalur - 2003. 10th Standard- Government Higher Secondary School, Perambalur - 2001",,,Y,0,801600,5000000
Chandrakumar. P,IND,0,Graduate Professional,39,"Rs 46,04,871 ~ 46 Lacs+",4604871,,2096159,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1478,Advocate,NIL,"Category: Graduate Professional B.L Government Law College Trichy 2022 BE M.R.K Institute of Technology 2013, D.ME GPT Aranthangi 2007, 12th STD Government Higher Secondary School V. Kalathur 2003 10th STD Government Higher Secondary School V. Kalathur 2001",,,Y,0,104871,4500000
Dhamodharan. S,Tamizhaga Vaazhvurimai Katchi,0,Post Graduate,43,"Rs 10,40,867 ~ 10 Lacs+",1040867,"Rs 25,000 ~ 25 Thou+",25000,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1476,Daily Wage Work,Daily Wage work,"Category: Post Graduate M.Sc., from Bharathidasan University -2012. B.Ed., Annamalai University -2006 , B.sc., Bharathidasan University -2003",,,Y,0,840867,200000
Dr. Jayalakshmi. S.T,DMK,0,Graduate Professional,49,"Rs 37,67,90,281 ~ 37 Crore+",376790281,"Rs 22,02,52,644 ~ 22 Crore+",220252644,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=978,Doctor And Agriculturist,Doctor And Agriculturist,"Category: Graduate Professional MBBS (Bachelor Of Medicine And Bachelor Of Surgery) - Thanjavur Medical College, The Tamil Nadu Dr M G R Medical University In April - 1998, DGO (Diploma In Gynaecology And Obstetrics) - Thanjavur Medical College, The Tamil Nadu Dr M G R Medical Universit",,,Y,0,73025281,303765000
Jayachandran. B,IND,0,Post Graduate,41,"Rs 8,85,200 ~ 8 Lacs+",885200,,1427886,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1481,Agriculture,Agriculture,Category: Post Graduate M.Sc From Bharadhidhasan University Trichy 2009,,,Y,0,885200,0
Shiyamala. M,IND,0,Post Graduate,42,"Rs 4,91,000 ~ 4 Lacs+",491000,Rs 0 ~,0,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1479,Daily wages (Hotel),NIL,"Category: Post Graduate M.A English Annamalai University 2021, BA English Annamalai 2021",,,Y,0,241000,250000
Subramanian. R,IND,0,8th Pass,37,"Rs 12,87,300 ~ 12 Lacs+",1287300,,130000,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1480,Agriculture,Housewife,"Category: 8th Pass 9th Grade -High School, Kai.Kalathur-2010",,,Y,0,287300,1000000
Suganya. J,Naam Tamilar Katchi,0,Graduate,37,"Rs 8,35,589 ~ 8 Lacs+",835589,"Rs 7,92,786 ~ 7 Lacs+",792786,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1474,Housewife,Agriculture,"Category: Graduate BA in English from Bharathidasan University in 2011 .12 th from Mother Erika Maynila Pallalli, P.K.Agaram -2006. 10th from Government (Primary ) High School, M.R.Palayam- 2004",,,Y,0,811589,24000
Thamizhselvan. R,AIADMK,5,Graduate,52,"Rs 5,99,00,634 ~ 5 Crore+",59900634,"Rs 1,68,03,607 ~ 1 Crore+",16803607,PERAMBALUR (SC),PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=279,Agriculture,"House Wife, Tuition (Private Tuition) ,Car Rental",Category: Graduate B.A. Bharathidasan University – 1998,"charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Punishment for wrongful restraint (IPC Section-341); charges related to Punishment for Rioting (IPC Section-147); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Defines Trafficking of person (BNS Section-143); charges related to Making or possessing counterfeit seal, etc., with intent to commit forgery punishable under section 338 (BNS Section-341)",,Y,0,25614782,34285852
Sivasankar. S.S,DMK,3,Graduate Professional,56,"Rs 18,18,65,853 ~ 18 Crore+",181865853,"Rs 2,57,62,636 ~ 2 Crore+",25762636,KUNNAM,PERAMBALUR,1,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1183,"Agriculturist, Consultant of Electrical Engineering, Books and article Writer, Social and Charitable works etc",Medical Profession (Doctor),Category: Graduate Professional B.E. From Annamalai University Chidambaram Year 1991,charges related to Punishment for Being member of an unlawful assembly (IPC Section-143); charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269); charges related to Disobedience to quarantine rule (IPC Section-271); charges related to Punishment for Rioting (IPC Section-147); charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270),,Y,0,75378478,106487375
Anbuthamizhan. T,Thamizh Perarasu Katchi,0,Graduate Professional,34,"Rs 9,48,284 ~ 9 Lacs+",948284,"Rs 7,00,000 ~ 7 Lacs+",700000,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=818,Lawyer,Housewife,"Category: Graduate Professional B.L. From The Dr. Ambedkar Government Law College Chennai,2014-17, B.E. From Hindustan College of Engineering & Technology, Coimbatore, 2008-12",,,Y,0,948284,0
Chandrasekar. P,IND,0,Post Graduate,37,"Rs 33,025 ~ 33 Thou+",33025,"Rs 2,25,000 ~ 2 Lacs+",225000,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3636,Private Job,NA,Category: Post Graduate Master of Business Administration 2016,,,Y,0,33025,0
Elangovan. K,Naadaalum Makkal Katchi,4,8th Pass,49,"Rs 12,000 ~ 12 Thou+",12000,,0,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=363,Agriculture,NA,"Category: 8th Pass 9th From Govt High School Thungapuram, Perambalur District Year 1992",,,Y,0,12000,0
Kathiravan. A.C,IND,0,Graduate Professional,55,"Rs 1,26,94,712 ~ 1 Crore+",12694712,"Rs 2,50,000 ~ 2 Lacs+",250000,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3635,Advocate,Teacher,"Category: Graduate Professional B.A., B.L., Dr. Ambedkar Govt. Law College, Chennai-1995",,,Y,0,3694712,9000000
Keerthivasan. R,Naam Tamilar Katchi,1,Graduate Professional,26,"Rs 99,48,433 ~ 99 Lacs+",9948433,"Rs 44,65,000 ~ 44 Lacs+",4465000,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=77,Advocate,NA,"Category: Graduate Professional L.L.B from Dr.Ambedkar Law University Chennai the Government Law College in Trichy from 2021-2024, BE in Hindustan College of Engineering and Technology from 2017 - 2021",charges related to Being member of an unlawful assembly. (BNS Section-189(2)); charges related to Wrongfully restraining any person. (BNS Section-126(2)); charges related to Committing public nuisance in cases not otherwise provided for. (BNS Section-292),,Y,0,5418433,4530000
Muthamilselvan. D,IND,0,10th Pass,41,"Rs 2,10,943 ~ 2 Lacs+",210943,,0,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3641,Agriculture,NA,Category: 10th Pass SSLC Government High School Anandavadi 2000,,,Y,0,210943,0
Nallathambi. P,IND,0,12th Pass,54,"Rs 25,33,000 ~ 25 Lacs+",2533000,"Rs 15,36,000 ~ 15 Lacs+",1536000,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3640,Agriculture,Housewife,"Category: 12th Pass 12th Standard Government Higher Secondary School Ariyalur 1992, 10th Standard Government High School Tungapuram 1989",,,Y,0,1033000,1500000
Nallusamy. K.M,BSP,0,12th Pass,42,"Rs 6,26,500 ~ 6 Lacs+",626500,Rs 0 ~,0,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=977,Farming Wages,NA,"Category: 12th Pass 12th Xaviers Higher Secondary School, Purathakodi-2001.,10th Sirumalar Higher Secondary School, Annamangalam-2009",,,Y,0,126500,500000
Raja. S.P,Tamizhaga Vaazhvurimai Katchi,1,12th Pass,55,"Rs 42,000 ~ 42 Thou+",42000,,0,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3634,Agriculture,Police Officer,Category: 12th Pass 12th Standard Government Senior Secondary School Udayarpalayam 1993-1994,charges related to Punishment for theft (IPC Section-379); charges related to Punishment for attempting to commit offences punishable with imprisonment for life or other imprisonment (IPC Section-511),,Y,2,42000,0
Revathi Muthamilselvan,Tamilaga Vettri Kazhagam,1,Graduate,42,"Rs 2,85,00,421 ~ 2 Crore+",28500421,"Rs 3,07,200 ~ 3 Lacs+",307200,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=976,Commercial Transports and Software,Data Management Consultant,"Category: Graduate B.Com., (Computer Application ) from Selvam Arts and Science College, Namakkal -2004. HSC Government Higher Secondary School Pottireddipatty",,,Y,0,16400421,12100000
Saminathan. C,IND,0,Illiterate,74,"Rs 10,65,000 ~ 10 Lacs+",1065000,Rs 0 ~,0,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3637,Agriculture,Housewife,Category: Illiterate No Educational Qualification,,,Y,0,665000,400000
Saranya. A,AIADMK,0,Post Graduate,36,"Rs 3,43,06,184 ~ 3 Crore+",34306184,,7600864,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=817,Household and Truck Transport,Business,"Category: Post Graduate M.Sc. From Annamalai University, Chidambaram -2022, B.Ed. From Tamil Nadu Teachers Education University-2011, B.Sc. From Bharathidasan University, Trichy -2009.",,,Y,0,25665784,8640400
Shajahan,IND,0,5th Pass,41,"Rs 36,50,000 ~ 36 Lacs+",3650000,Rs 0 ~,0,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3644,Business,Housewife,Category: 5th Pass 7th Standard Maulana High School Peramblur 1998,,,Y,0,3650000,0
Sivasankaran. P,IND,0,Graduate Professional,47,"Rs 2,46,09,846 ~ 2 Crore+",24609846,,3800000,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3638,Lawyer,Teacher,"Category: Graduate Professional B.A LLB Government Law College Tiruchirappalli 2003, 12th Stanadard Government Higher Secondary School Perambalur 1996",,,Y,0,21599846,3010000
Thanasekar. R,IND,0,Others,38,"Rs 1,16,07,734 ~ 1 Crore+",11607734,Rs 0 ~,0,KUNNAM,PERAMBALUR,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3639,"Driver, Conductor and LIC agent",Housewife,"Category: Others H.Sc Govt Hr Sec School Ariyalur 2006, Diploma in Chemical Engineering Thanthai Roever Institue of Ploytechnic College Elambalur Perambalur 2010",,,Y,0,3607734,8000000
